timestamp,solar_gen,wind_gen,demand,temp,humidity,wind_speed,hour,dayofweek,is_weekend
2024-01-03 02:00:00,0.0,962.79,9559.89,20.57,81.9,5.25,2,2,0
2024-01-03 03:00:00,0.0,1327.12,9774.72,18.94,79.5,6.69,3,2,0
2024-01-03 04:00:00,0.0,561.05,9855.06,17.87,77.5,3.66,4,2,0
2024-01-03 05:00:00,0.0,614.09,10104.27,18.79,74.1,4.2,5,2,0
2024-01-03 06:00:00,0.0,675.74,9930.99,18.82,84.7,5.03,6,2,0
2024-01-03 07:00:00,0.0,551.96,10116.91,18.4,80.6,4.82,7,2,0
2024-01-03 08:00:00,0.0,178.57,10163.49,16.17,74.4,1.97,8,2,0
2024-01-03 09:00:00,0.0,328.19,9873.28,16.91,78.9,3.49,9,2,0
2024-01-03 10:00:00,2038.66,539.51,9660.03,17.98,74.4,4.72,10,2,0
2024-01-03 11:00:00,3094.52,948.41,9864.11,19.23,72.3,5.94,11,2,0
2024-01-03 12:00:00,3257.69,631.38,9805.34,18.1,73.9,4.35,12,2,0
2024-01-03 13:00:00,3533.53,400.53,9820.65,19.18,68.2,3.7,13,2,0
2024-01-03 14:00:00,1846.8,416.85,9790.09,18.85,69.0,3.43,14,2,0
2024-01-03 15:00:00,0.0,904.82,9785.39,19.52,70.4,6.27,15,2,0
2024-01-03 16:00:00,0.0,872.52,9798.35,22.65,67.7,5.34,16,2,0
2024-01-03 17:00:00,0.0,725.9,9659.28,23.93,72.5,4.32,17,2,0
2024-01-03 18:00:00,0.0,794.29,10262.53,22.69,77.8,5.04,18,2,0
2024-01-03 19:00:00,0.0,625.16,10140.71,24.28,68.1,5.61,19,2,0
2024-01-03 20:00:00,0.0,899.42,10215.65,23.61,65.5,5.9,20,2,0
2024-01-03 21:00:00,0.0,760.59,10433.51,22.3,65.4,4.77,21,2,0
2024-01-03 22:00:00,0.0,716.8,10268.31,23.21,74.1,4.97,22,2,0
2024-01-03 23:00:00,0.0,645.71,9857.5,24.15,73.3,4.04,23,2,0
2024-01-04 00:00:00,0.0,690.12,9799.84,21.66,78.0,6.0,0,3,0
2024-01-04 01:00:00,0.0,560.75,9739.81,22.86,78.7,4.69,1,3,0
2024-01-04 02:00:00,0.0,606.63,9664.97,17.06,72.6,5.09,2,3,0
2024-01-04 03:00:00,0.0,974.33,9737.99,20.42,72.2,5.6,3,3,0
2024-01-04 04:00:00,0.0,583.81,9807.98,18.81,80.8,4.38,4,3,0
2024-01-04 05:00:00,0.0,377.4,9855.62,17.73,80.0,3.87,5,3,0
2024-01-04 06:00:00,0.0,425.18,9800.68,17.72,77.3,3.91,6,3,0
2024-01-04 07:00:00,0.0,447.11,10178.94,14.92,71.6,3.65,7,3,0
2024-01-04 08:00:00,0.0,772.39,9918.58,16.94,79.0,4.49,8,3,0
2024-01-04 09:00:00,0.0,415.39,10205.0,17.74,81.0,3.71,9,3,0
2024-01-04 10:00:00,1545.9,279.01,9650.61,19.38,75.8,3.06,10,3,0
2024-01-04 11:00:00,3090.21,584.75,9904.02,17.46,70.0,4.43,11,3,0
2024-01-04 12:00:00,3851.9,577.29,9846.29,17.74,72.3,4.74,12,3,0
2024-01-04 13:00:00,3574.39,338.72,9561.58,18.83,65.7,2.89,13,3,0
2024-01-04 14:00:00,1999.12,786.94,9874.44,21.3,74.6,5.43,14,3,0
2024-01-04 15:00:00,0.0,724.64,9905.41,21.38,70.2,4.75,15,3,0
2024-01-04 16:00:00,0.0,864.43,9936.95,21.07,62.6,4.95,16,3,0
2024-01-04 17:00:00,0.0,726.04,9693.77,22.94,68.6,5.77,17,3,0
2024-01-04 18:00:00,0.0,765.08,10311.53,22.92,72.2,4.71,18,3,0
2024-01-04 19:00:00,0.0,1208.69,10373.33,24.27,69.8,6.09,19,3,0
2024-01-04 20:00:00,0.0,680.16,10378.36,22.36,71.1,5.13,20,3,0
2024-01-04 21:00:00,0.0,429.66,10339.14,22.71,68.5,4.28,21,3,0
2024-01-04 22:00:00,0.0,745.4,10238.8,22.33,76.9,4.63,22,3,0
2024-01-04 23:00:00,0.0,988.15,9904.55,20.57,73.4,5.78,23,3,0
2024-01-05 00:00:00,0.0,478.46,9905.26,22.09,68.5,4.38,0,4,0
2024-01-05 01:00:00,0.0,954.59,9767.49,21.32,76.7,6.22,1,4,0
2024-01-05 02:00:00,0.0,890.12,9691.97,20.24,82.9,5.64,2,4,0
2024-01-05 03:00:00,0.0,657.88,9698.65,19.18,77.9,5.49,3,4,0
2024-01-05 04:00:00,0.0,624.12,9949.78,17.03,86.6,4.27,4,4,0
2024-01-05 05:00:00,0.0,586.06,9900.08,17.61,81.2,4.13,5,4,0
2024-01-05 06:00:00,0.0,379.28,9783.6,17.22,80.3,2.76,6,4,0
2024-01-05 07:00:00,0.0,594.4,10077.1,16.37,77.6,4.36,7,4,0
2024-01-05 08:00:00,0.0,480.15,9888.82,17.04,76.8,3.76,8,4,0
2024-01-05 09:00:00,0.0,514.96,10090.87,17.82,74.9,3.88,9,4,0
2024-01-05 10:00:00,1618.53,576.3,9643.07,19.9,73.4,4.81,10,4,0
2024-01-05 11:00:00,3405.3,406.05,9805.08,18.32,75.4,3.08,11,4,0
2024-01-05 12:00:00,4099.37,477.89,9928.23,19.04,68.4,3.62,12,4,0
2024-01-05 13:00:00,2627.87,646.06,9668.35,19.37,66.8,4.19,13,4,0
2024-01-05 14:00:00,1453.94,467.42,9814.63,17.93,65.8,3.42,14,4,0
2024-01-05 15:00:00,0.0,601.35,9905.73,20.98,78.0,4.28,15,4,0
2024-01-05 16:00:00,0.0,579.31,9812.44,21.81,71.7,5.08,16,4,0
2024-01-05 17:00:00,0.0,791.67,9723.12,25.31,71.0,4.67,17,4,0
2024-01-05 18:00:00,0.0,900.73,10291.25,22.6,66.1,6.18,18,4,0
2024-01-05 19:00:00,0.0,659.17,10404.87,23.49,73.6,4.08,19,4,0
2024-01-05 20:00:00,0.0,944.79,10321.51,23.19,71.6,6.29,20,4,0
2024-01-05 21:00:00,0.0,732.86,10289.6,21.73,74.2,5.96,21,4,0
2024-01-05 22:00:00,0.0,849.72,10428.74,24.2,70.7,4.94,22,4,0
2024-01-05 23:00:00,0.0,716.07,9847.79,23.26,76.5,4.55,23,4,0
2024-01-06 00:00:00,0.0,475.33,8709.65,22.71,75.4,3.44,0,5,1
2024-01-06 01:00:00,0.0,418.77,8929.77,19.95,75.0,4.26,1,5,1
2024-01-06 02:00:00,0.0,998.58,8967.95,21.95,81.8,5.49,2,5,1
2024-01-06 03:00:00,0.0,602.11,8705.52,17.8,73.2,4.35,3,5,1
2024-01-06 04:00:00,0.0,706.69,8581.75,19.47,81.8,5.06,4,5,1
2024-01-06 05:00:00,0.0,497.82,8728.97,20.77,82.1,3.4,5,5,1
2024-01-06 06:00:00,0.0,603.92,8841.7,16.48,75.4,4.25,6,5,1
2024-01-06 07:00:00,0.0,262.07,9260.17,16.69,74.8,2.95,7,5,1
2024-01-06 08:00:00,0.0,298.4,9032.09,17.38,76.2,2.65,8,5,1
2024-01-06 09:00:00,0.0,417.57,9205.61,16.76,77.0,3.31,9,5,1
2024-01-06 10:00:00,1515.72,404.17,8506.91,15.8,74.0,2.9,10,5,1
2024-01-06 11:00:00,3010.4,220.23,8875.64,18.22,75.0,2.29,11,5,1
2024-01-06 12:00:00,4019.74,496.16,8805.19,17.49,79.1,3.54,12,5,1
2024-01-06 13:00:00,2594.81,587.3,9105.83,20.05,69.0,3.98,13,5,1
2024-01-06 14:00:00,1707.5,577.51,8626.95,19.16,63.4,5.15,14,5,1
2024-01-06 15:00:00,0.0,527.72,8852.26,22.9,73.0,5.14,15,5,1
2024-01-06 16:00:00,0.0,889.4,8626.21,20.82,76.3,5.63,16,5,1
2024-01-06 17:00:00,0.0,950.07,8788.04,22.0,71.3,5.47,17,5,1
2024-01-06 18:00:00,0.0,814.2,9105.86,23.84,65.9,5.37,18,5,1
2024-01-06 19:00:00,0.0,658.51,9586.09,21.68,70.5,4.28,19,5,1
2024-01-06 20:00:00,0.0,872.7,9267.33,23.54,67.6,5.48,20,5,1
2024-01-06 21:00:00,0.0,986.19,9284.68,24.73,75.8,5.87,21,5,1
2024-01-06 22:00:00,0.0,764.47,9304.87,20.93,69.2,6.53,22,5,1
2024-01-06 23:00:00,0.0,675.09,8718.13,22.61,74.7,5.81,23,5,1
2024-01-07 00:00:00,0.0,1074.65,8980.63,22.11,73.0,6.06,0,6,1
2024-01-07 01:00:00,0.0,587.07,8930.82,22.01,78.6,4.03,1,6,1
2024-01-07 02:00:00,0.0,585.96,8964.15,18.81,77.4,4.36,2,6,1
2024-01-07 03:00:00,0.0,675.41,8707.84,17.93,80.0,4.7,3,6,1
2024-01-07 04:00:00,0.0,760.54,8990.24,19.42,79.6,5.03,4,6,1
2024-01-07 05:00:00,0.0,350.49,8976.38,18.53,75.4,3.74,5,6,1
2024-01-07 06:00:00,0.0,473.79,8826.11,18.0,81.3,3.59,6,6,1
2024-01-07 07:00:00,0.0,503.84,9246.4,17.81,77.9,4.04,7,6,1
2024-01-07 08:00:00,0.0,292.3,9171.72,16.48,73.1,2.49,8,6,1
2024-01-07 09:00:00,0.0,654.33,8947.72,17.67,84.8,4.65,9,6,1
2024-01-07 10:00:00,1565.37,346.43,8832.06,18.05,76.4,2.69,10,6,1
2024-01-07 11:00:00,3423.23,195.64,8796.22,17.32,72.6,1.96,11,6,1
2024-01-07 12:00:00,3706.47,409.97,8864.25,21.03,77.7,3.66,12,6,1
2024-01-07 13:00:00,2587.55,706.81,8976.54,20.09,78.3,5.22,13,6,1
2024-01-07 14:00:00,1679.36,709.12,8657.04,18.86,69.6,4.57,14,6,1
2024-01-07 15:00:00,0.0,668.98,8800.77,21.86,71.1,4.96,15,6,1
2024-01-07 16:00:00,0.0,511.05,8755.38,20.62,65.6,4.65,16,6,1
2024-01-07 17:00:00,0.0,834.49,8760.53,23.36,69.1,4.74,17,6,1
2024-01-07 18:00:00,0.0,470.45,9211.23,24.28,69.4,3.83,18,6,1
2024-01-07 19:00:00,0.0,310.87,9318.18,22.21,71.7,3.42,19,6,1
2024-01-07 20:00:00,0.0,895.67,9372.78,24.45,73.3,5.48,20,6,1
2024-01-07 21:00:00,0.0,1175.48,9351.8,23.69,75.5,6.41,21,6,1
2024-01-07 22:00:00,0.0,841.92,9332.28,23.88,75.5,5.6,22,6,1
2024-01-07 23:00:00,0.0,944.58,8928.61,24.69,71.0,5.72,23,6,1
2024-01-08 00:00:00,0.0,811.49,10071.64,21.53,73.2,6.3,0,0,0
2024-01-08 01:00:00,0.0,669.49,9802.31,20.2,75.8,5.09,1,0,0
2024-01-08 02:00:00,0.0,478.96,9908.54,19.26,77.7,4.49,2,0,0
2024-01-08 03:00:00,0.0,415.12,9901.7,18.57,83.5,3.67,3,0,0
2024-01-08 04:00:00,0.0,892.14,9999.34,18.73,74.8,5.68,4,0,0
2024-01-08 05:00:00,0.0,531.59,9853.26,18.61,77.9,4.25,5,0,0
2024-01-08 06:00:00,0.0,339.7,9684.68,18.06,82.6,2.86,6,0,0
2024-01-08 07:00:00,0.0,279.5,10137.59,18.42,76.8,2.52,7,0,0
2024-01-08 08:00:00,0.0,510.5,10131.14,17.34,78.8,4.36,8,0,0
2024-01-08 09:00:00,0.0,218.78,10198.82,19.17,75.2,2.5,9,0,0
2024-01-08 10:00:00,1465.59,573.55,9681.19,17.41,75.5,4.84,10,0,0
2024-01-08 11:00:00,2854.0,131.12,9937.96,21.47,72.2,1.25,11,0,0
2024-01-08 12:00:00,3484.54,733.9,9786.63,19.58,74.6,4.76,12,0,0
2024-01-08 13:00:00,3057.46,646.84,9886.73,18.52,64.7,4.22,13,0,0
2024-01-08 14:00:00,1789.3,601.95,9823.16,19.04,68.7,4.16,14,0,0
2024-01-08 15:00:00,0.0,584.14,9800.71,21.68,70.8,4.19,15,0,0
2024-01-08 16:00:00,0.0,850.05,9814.06,21.56,71.6,6.1,16,0,0
2024-01-08 17:00:00,0.0,891.99,9866.64,23.3,75.6,5.39,17,0,0
2024-01-08 18:00:00,0.0,596.64,10525.04,23.49,68.6,4.31,18,0,0
2024-01-08 19:00:00,0.0,345.12,10047.91,23.14,76.8,3.82,19,0,0
2024-01-08 20:00:00,0.0,995.11,10354.8,22.31,69.3,5.43,20,0,0
2024-01-08 21:00:00,0.0,585.44,10295.28,21.41,78.5,5.32,21,0,0
2024-01-08 22:00:00,0.0,518.59,10268.75,22.39,77.7,4.08,22,0,0
2024-01-08 23:00:00,0.0,744.93,9502.41,23.48,72.1,5.15,23,0,0
2024-01-09 00:00:00,0.0,728.67,9855.62,22.12,78.1,4.54,0,1,0
2024-01-09 01:00:00,0.0,823.63,9771.0,19.64,77.7,4.8,1,1,0
2024-01-09 02:00:00,0.0,924.82,9685.87,20.57,81.2,5.13,2,1,0
2024-01-09 03:00:00,0.0,849.89,9791.1,20.05,78.3,5.49,3,1,0
2024-01-09 04:00:00,0.0,722.98,9750.87,17.8,78.2,4.76,4,1,0
2024-01-09 05:00:00,0.0,281.51,9576.91,18.42,84.7,3.21,5,1,0
2024-01-09 06:00:00,0.0,477.75,9796.58,17.83,78.3,3.88,6,1,0
2024-01-09 07:00:00,0.0,509.93,10170.61,16.09,81.2,3.48,7,1,0
2024-01-09 08:00:00,0.0,243.22,10035.09,17.79,76.0,2.26,8,1,0
2024-01-09 09:00:00,0.0,324.51,10132.41,18.14,82.4,3.61,9,1,0
2024-01-09 10:00:00,1905.82,547.7,9798.97,19.06,71.7,4.81,10,1,0
2024-01-09 11:00:00,2505.24,391.48,9911.46,19.5,70.6,3.45,11,1,0
2024-01-09 12:00:00,3905.76,215.78,9773.56,17.21,78.0,2.31,12,1,0
2024-01-09 13:00:00,3068.42,440.71,9882.13,18.46,69.1,3.82,13,1,0
2024-01-09 14:00:00,1930.88,315.23,9748.4,20.98,76.5,3.06,14,1,0
2024-01-09 15:00:00,0.0,626.88,10022.08,21.75,73.1,4.98,15,1,0
2024-01-09 16:00:00,0.0,531.22,9733.58,22.48,68.8,4.97,16,1,0
2024-01-09 17:00:00,0.0,772.93,9703.8,27.11,62.3,4.65,17,1,0
2024-01-09 18:00:00,0.0,721.15,10277.94,23.64,70.0,4.73,18,1,0
2024-01-09 19:00:00,0.0,754.89,10202.64,24.62,71.3,4.99,19,1,0
2024-01-09 20:00:00,0.0,811.82,10140.16,24.51,76.6,5.26,20,1,0
2024-01-09 21:00:00,0.0,596.42,10377.31,24.04,79.5,4.67,21,1,0
2024-01-09 22:00:00,0.0,631.95,9922.48,22.58,71.7,4.15,22,1,0
2024-01-09 23:00:00,0.0,1192.02,9699.9,23.39,78.9,6.07,23,1,0
2024-01-10 00:00:00,0.0,448.91,9624.99,20.97,79.9,4.66,0,2,0
2024-01-10 01:00:00,0.0,513.18,9803.06,20.89,82.2,4.89,1,2,0
2024-01-10 02:00:00,0.0,716.73,9523.31,19.81,80.7,4.74,2,2,0
2024-01-10 03:00:00,0.0,510.24,9851.74,19.72,71.4,4.52,3,2,0
2024-01-10 04:00:00,0.0,434.24,9864.73,21.67,78.7,3.06,4,2,0
2024-01-10 05:00:00,0.0,293.89,9590.09,16.03,74.5,2.42,5,2,0
2024-01-10 06:00:00,0.0,325.13,9808.87,18.62,77.9,3.08,6,2,0
2024-01-10 07:00:00,0.0,428.93,10162.93,15.56,81.8,3.71,7,2,0
2024-01-10 08:00:00,0.0,336.51,10213.84,16.83,78.1,2.71,8,2,0
2024-01-10 09:00:00,0.0,265.8,9924.73,18.81,80.2,2.97,9,2,0
2024-01-10 10:00:00,1474.12,862.54,9592.85,17.88,75.7,4.99,10,2,0
2024-01-10 11:00:00,3007.05,152.49,9966.32,16.98,67.9,1.92,11,2,0
2024-01-10 12:00:00,3271.25,428.38,9687.37,18.04,61.8,2.95,12,2,0
2024-01-10 13:00:00,2641.9,616.43,9722.71,20.44,71.4,5.27,13,2,0
2024-01-10 14:00:00,1427.57,566.18,9861.97,19.52,69.2,3.96,14,2,0
2024-01-10 15:00:00,0.0,326.76,9645.7,21.43,65.6,3.69,15,2,0
2024-01-10 16:00:00,0.0,774.68,9754.1,21.95,62.5,5.45,16,2,0
2024-01-10 17:00:00,0.0,713.42,9893.01,21.74,66.6,4.8,17,2,0
2024-01-10 18:00:00,0.0,477.67,10119.47,25.57,69.2,4.69,18,2,0
2024-01-10 19:00:00,0.0,742.86,10230.0,24.06,73.5,5.28,19,2,0
2024-01-10 20:00:00,0.0,567.12,10154.79,20.97,72.6,4.7,20,2,0
2024-01-10 21:00:00,0.0,587.17,10197.13,23.52,79.5,4.44,21,2,0
2024-01-10 22:00:00,0.0,736.76,10432.28,22.2,70.2,5.13,22,2,0
2024-01-10 23:00:00,0.0,656.18,9954.61,23.54,79.2,4.31,23,2,0
2024-01-11 00:00:00,0.0,539.42,9816.94,20.98,77.0,4.94,0,3,0
2024-01-11 01:00:00,0.0,534.37,9849.87,21.07,80.6,5.01,1,3,0
2024-01-11 02:00:00,0.0,698.69,9846.58,21.04,76.9,5.16,2,3,0
2024-01-11 03:00:00,0.0,902.28,9705.32,20.7,83.4,5.13,3,3,0
2024-01-11 04:00:00,0.0,531.41,9814.58,17.49,80.5,3.64,4,3,0
2024-01-11 05:00:00,0.0,543.82,9630.56,17.91,76.4,4.12,5,3,0
2024-01-11 06:00:00,0.0,597.82,9670.97,17.27,78.6,3.91,6,3,0
2024-01-11 07:00:00,0.0,514.54,10090.58,16.75,76.9,3.62,7,3,0
2024-01-11 08:00:00,0.0,281.14,9973.68,19.55,78.7,2.87,8,3,0
2024-01-11 09:00:00,0.0,213.79,9948.27,18.02,70.9,2.4,9,3,0
2024-01-11 10:00:00,1995.2,391.11,9700.57,16.32,74.2,3.66,10,3,0
2024-01-11 11:00:00,2923.4,186.31,9923.56,19.41,74.6,1.99,11,3,0
2024-01-11 12:00:00,3444.83,412.77,9972.86,21.48,71.9,3.3,12,3,0
2024-01-11 13:00:00,2656.27,203.02,9782.09,20.9,76.1,1.68,13,3,0
2024-01-11 14:00:00,1711.23,346.37,9855.86,18.61,73.0,2.9,14,3,0
2024-01-11 15:00:00,0.0,342.99,9718.38,20.63,69.4,3.52,15,3,0
2024-01-11 16:00:00,0.0,921.72,9538.12,23.46,70.1,5.36,16,3,0
2024-01-11 17:00:00,0.0,736.32,9678.78,21.71,70.6,5.27,17,3,0
2024-01-11 18:00:00,0.0,588.21,10253.0,23.57,71.6,4.49,18,3,0
2024-01-11 19:00:00,0.0,1108.87,10306.92,24.26,63.4,5.67,19,3,0
2024-01-11 20:00:00,0.0,794.87,10277.88,22.32,70.6,5.9,20,3,0
2024-01-11 21:00:00,0.0,680.68,10256.2,23.26,67.0,5.09,21,3,0
2024-01-11 22:00:00,0.0,571.51,10221.04,19.14,79.4,4.08,22,3,0
2024-01-11 23:00:00,0.0,842.58,9827.26,21.33,75.3,4.92,23,3,0
2024-01-12 00:00:00,0.0,520.49,9622.33,21.67,75.9,4.82,0,4,0
2024-01-12 01:00:00,0.0,511.89,9882.25,19.75,81.3,3.7,1,4,0
2024-01-12 02:00:00,0.0,809.74,9715.64,22.43,80.2,4.74,2,4,0
2024-01-12 03:00:00,0.0,555.37,10034.05,17.98,74.5,4.41,3,4,0
2024-01-12 04:00:00,0.0,487.98,9748.16,18.45,78.9,4.29,4,4,0
2024-01-12 05:00:00,0.0,537.42,9728.38,18.51,77.7,3.91,5,4,0
2024-01-12 06:00:00,0.0,438.83,9718.48,19.61,71.6,4.07,6,4,0
2024-01-12 07:00:00,0.0,341.98,10044.58,15.85,75.0,3.18,7,4,0
2024-01-12 08:00:00,0.0,490.12,10173.87,18.87,76.0,3.38,8,4,0
2024-01-12 09:00:00,0.0,340.56,10095.93,17.59,75.0,2.87,9,4,0
2024-01-12 10:00:00,1429.23,235.33,9904.45,16.7,68.3,2.76,10,4,0
2024-01-12 11:00:00,3259.4,519.87,9841.73,18.91,77.5,4.39,11,4,0
2024-01-12 12:00:00,2995.02,224.22,9789.78,19.21,71.3,1.85,12,4,0
2024-01-12 13:00:00,2822.72,571.46,9830.75,18.98,70.8,4.39,13,4,0
2024-01-12 14:00:00,1510.29,443.45,9929.56,20.56,71.5,3.43,14,4,0
2024-01-12 15:00:00,0.0,497.51,9864.8,20.79,66.2,3.59,15,4,0
2024-01-12 16:00:00,0.0,625.77,9819.67,22.11,71.0,4.66,16,4,0
2024-01-12 17:00:00,0.0,535.74,9836.73,23.39,67.9,3.5,17,4,0
2024-01-12 18:00:00,0.0,681.97,10151.68,24.98,66.3,4.24,18,4,0
2024-01-12 19:00:00,0.0,426.7,10598.6,21.89,73.0,4.38,19,4,0
2024-01-12 20:00:00,0.0,605.22,10353.38,26.03,77.7,4.98,20,4,0
2024-01-12 21:00:00,0.0,538.58,10365.35,21.03,75.8,4.55,21,4,0
2024-01-12 22:00:00,0.0,844.77,10286.56,22.89,77.9,6.44,22,4,0
2024-01-12 23:00:00,0.0,932.97,9510.29,23.3,73.4,6.49,23,4,0
2024-01-13 00:00:00,0.0,359.26,8822.16,22.35,70.3,3.24,0,5,1
2024-01-13 01:00:00,0.0,534.4,8863.11,20.54,83.6,5.09,1,5,1
2024-01-13 02:00:00,0.0,568.48,8755.26,20.27,86.7,5.1,2,5,1
2024-01-13 03:00:00,0.0,471.54,8754.21,19.15,85.1,4.59,3,5,1
2024-01-13 04:00:00,0.0,290.16,8813.29,18.31,77.8,3.37,4,5,1
2024-01-13 05:00:00,0.0,405.55,8946.58,19.41,74.4,3.46,5,5,1
2024-01-13 06:00:00,0.0,289.36,9004.69,18.35,74.2,2.85,6,5,1
2024-01-13 07:00:00,0.0,419.83,9159.52,16.79,70.9,2.95,7,5,1
2024-01-13 08:00:00,0.0,188.08,9070.91,18.59,76.2,2.22,8,5,1
2024-01-13 09:00:00,0.0,437.19,9095.51,17.99,81.9,3.06,9,5,1
2024-01-13 10:00:00,1835.18,167.95,8865.94,18.89,73.6,1.99,10,5,1
2024-01-13 11:00:00,3339.71,384.86,8880.16,19.15,74.1,3.13,11,5,1
2024-01-13 12:00:00,3298.72,230.79,8906.2,18.02,77.1,2.45,12,5,1
2024-01-13 13:00:00,2776.94,560.98,8801.28,19.07,69.0,3.82,13,5,1
2024-01-13 14:00:00,1644.66,291.38,8917.51,21.41,78.0,3.35,14,5,1
2024-01-13 15:00:00,0.0,731.54,8908.03,22.02,77.3,4.39,15,5,1
2024-01-13 16:00:00,0.0,563.83,8806.59,21.99,68.6,5.28,16,5,1
2024-01-13 17:00:00,0.0,778.74,8647.66,22.78,67.0,5.93,17,5,1
2024-01-13 18:00:00,0.0,312.66,9203.81,24.65,72.6,2.84,18,5,1
2024-01-13 19:00:00,0.0,655.62,9498.11,22.7,69.2,4.35,19,5,1
2024-01-13 20:00:00,0.0,860.23,9106.77,24.17,67.0,4.88,20,5,1
2024-01-13 21:00:00,0.0,788.49,9468.1,23.17,78.0,5.52,21,5,1
2024-01-13 22:00:00,0.0,537.7,9102.57,22.85,79.0,3.8,22,5,1
2024-01-13 23:00:00,0.0,621.5,8761.22,23.96,76.1,4.24,23,5,1
2024-01-14 00:00:00,0.0,719.6,8809.03,23.05,71.5,4.93,0,6,1
2024-01-14 01:00:00,0.0,711.08,9067.88,22.31,72.7,4.69,1,6,1
